"Points:0","Points:1","Points:2"
-3.54170e-02,1.50400e-03,-3.16500e-03
-2.61500e-02,2.71500e-03,-3.10800e-03
-3.40680e-02,5.58600e-03,-2.99100e-03
-2.40710e-02,4.25900e-03,-2.93800e-03
-3.24470e-02,9.30400e-03,-2.93300e-03
-4.63190e-02,-1.31390e-02,-2.06500e-03
-3.78830e-02,-1.32380e-02,-2.10500e-03
-4.34220e-02,-1.23740e-02,-1.75300e-03
-4.23560e-02,-1.14550e-02,-1.86400e-03
-4.01910e-02,-1.21580e-02,-1.35200e-03
-3.92470e-02,-1.29220e-02,-1.96400e-03
-3.92770e-02,-1.14230e-02,-2.38400e-03
-3.62860e-02,-1.16060e-02,-1.26800e-03
-3.71590e-02,-1.23970e-02,-1.93700e-03
-3.44750e-02,-1.15930e-02,-1.49900e-03
-3.53970e-02,-1.25250e-02,-1.74100e-03
-4.66630e-02,-1.06680e-02,-2.07900e-03
-4.73830e-02,-1.07610e-02,-1.37300e-03
-4.47110e-02,-1.05510e-02,-1.79200e-03
-4.55170e-02,-1.10780e-02,-1.50400e-03
-4.36810e-02,-1.09190e-02,-1.60800e-03
-4.46310e-02,-9.74100e-03,-1.96700e-03
-4.12550e-02,-1.04120e-02,-1.78700e-03
-4.21720e-02,-1.01660e-02,-1.78700e-03
-4.01790e-02,-1.02990e-02,-2.22900e-03
-4.08460e-02,-1.13620e-02,-1.87900e-03
-3.84930e-02,-1.11780e-02,-1.95600e-03
-3.93400e-02,-1.03930e-02,-2.31800e-03
-3.68790e-02,-1.12380e-02,-1.69900e-03
-3.77630e-02,-1.12440e-02,-2.24100e-03
-3.49530e-02,-1.03010e-02,-1.40500e-03
-3.56420e-02,-1.03830e-02,-2.17800e-03
-3.34060e-02,-9.83800e-03,-1.21100e-03
-5.03650e-02,-8.37700e-03,-1.94300e-03
-4.81620e-02,-8.50100e-03,-2.02600e-03
-4.92530e-02,-9.44900e-03,-1.28900e-03
-4.94480e-02,-8.47300e-03,-2.07100e-03
-4.68720e-02,-9.11900e-03,-2.06300e-03
-4.73190e-02,-8.56900e-03,-1.53100e-03
-4.52940e-02,-8.92300e-03,-2.06200e-03
